PublicationAgency,MergedText
부강테크,"순환자원을 이용한 초고도처리용 인 흡착여재 및 시스템 개발 대한민국 1425062164.0 순환자원을 이용한 초고도처리용 인 흡착 여재 및 시스템 개발 유대환4188100182 EQU 탄소나노소재를 이용한 고분자 복합막 개발 9991005989.0 2.02e+19 NFEC-2016-02-207806 2016.0 2015.0 P98 다부처 2.11E+22 나노융합2020 ABX9374 30211.0 나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점) 10510.0 첨단소재 기술(나노구조제어 무기·탄소 소재) EC0306 복합재료 제조공정기술 NC0905 나노고분자화학 EC0404 생물분리정제 공정기술"
부강테크,"고농도용 기능성 나노세라믹 농축장치 개발 대한민국 1425084944.0 고농도용 기능성 나노세라믹 농축장치 박기택4188100182 EQU 탄소나노소재를 이용한 고분자 복합막 개발 9991005989.0 2.02e+19 NFEC-2016-02-207806 2016.0 2015.0 P98 다부처 2.11E+22 나노융합2020 ABX9374 30211.0 나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점) 10510.0 첨단소재 기술(나노구조제어 무기·탄소 소재) EC0306 복합재료 제조공정기술 NC0905 나노고분자화학 EC0404 생물분리정제 공정기술"
부강테크,"하.폐수 고도처리 및 핵심요소 기술;지역맞춤형 축산분뇨 처리 및 공공액비화 시스템 실증화 사업 대한민국 1480002593.0 지역맞춤형 축산분뇨 처리 및 공공액비화 시스템 실증화 사업 김장규4188100182 EQU 탄소나노소재를 이용한 고분자 복합막 개발 9991005989.0 2.02e+19 NFEC-2016-02-207806 2016.0 2015.0 P98 다부처 2.11E+22 나노융합2020 ABX9374 30211.0 나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점) 10510.0 첨단소재 기술(나노구조제어 무기·탄소 소재) EC0306 복합재료 제조공정기술 NC0905 나노고분자화학 EC0404 생물분리정제 공정기술"
부강테크,"BGP(Biogas Plant) 발생폐수 처리공정 개발 및 최적화 연구 대한민국 1415128061.0 BGP(Biogas Plant) 발생폐수 처리 공정 개발 및 최적화 연구 김장규4188100182 EQU 탄소나노소재를 이용한 고분자 복합막 개발 9991005989.0 2.02e+19 NFEC-2016-02-207806 2016.0 2015.0 P98 다부처 2.11E+22 나노융합2020 ABX9374 30211.0 나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점) 10510.0 첨단소재 기술(나노구조제어 무기·탄소 소재) EC0306 복합재료 제조공정기술 NC0905 나노고분자화학 EC0404 생물분리정제 공정기술"
(주)엠투소프트,대화형 스마트 의료 협업 기반 기술 개발 대한민국 1425085593.0 대화형 스마트 의료 협업 기반 기술 개발 김백운2148603689 EQU SCCM Application 개발 1415087396.0 2.01e+19 NFEC-2009-10-074980 2009.0 2008.0 N38 지식경제부 200807432510301A 지식서비스전략기술개발 ZA44315 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 11400.0 소프트웨어 표준화 및 설계와 재이용 기술 J3 정보 nan 소프트웨어 nan nan
(주)엠투소프트,"대화형 스마트 의료 협업 기반 기술 개발 대한민국 1425085593.0 대화형 스마트 의료 협업 기반 기술 개발 김백운2148603689 EQU PDA, 모바일 DBMS Synchronization Solution 1420020723.0 2.01e+19 NFEC-2011-02-143871 2006.0 2006.0 30 중소기업청 4.70E+15 중소기업기술혁신개발 ZA44315 10316.0 기타 정보처리시스템 및 S/W 기술 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 nan nan nan nan nan nan"
한국항공우주산업진흥협회,중형항공기 핵심기술개발선행연구 대한민국 1415111421.0 중형항공기 핵심기술개발 선행연구 김석호1058206953 EQU 항공산업특화단지지원 1415145109.0 2.02e+19 NFEC-2017-06-238376 2016.0 2015.0 P21 산업통상자원부 2.11E+22 산업기술거점기관지원 ZC97097 40311.0 항공기 체계종합 및 비행성능기반기술 20401.0 미래형 유인 항공기 기술 EA1101 고정익/회전익 항공기 기체 EA1105 항공 지상설비 시스템 EA1199 달리 분류되지 않는 항공시스템
솔브레인(주),불소계 실리콘 화합물 유도체를 이용한 디스플레이 Cover glass용 내지문 습식 코팅제 및 대면적(10 inch) 코팅 공정 개발 대한민국 1415157495.0 불소계 실리콘 화합물 유도체를 이용한 디스플레이 Cover glass용 내지문 습식 코팅제 및 대면적(10 inch) 코팅 공정 개발 이석종1098100125 EQU 플렉시블 디스플레이용 5mm 곡률을 가지는 플렉시블 터치센서 개발 1415131221.0 2.02e+19 NFEC-2015-01-196292 2014.0 2013.0 P21 산업통상자원부 U10775 소재부품기술개발(R&D) ACD6017 10113.0 차세대디스플레이기술 41900.0 고기능 고분자 소재 기술 ED10 디스플레이 nan nan nan nan
두성산업(주),고무기능부품의 Laser Radiation을 응용한 검사자동화 공정개발 대한민국 1425109456.0 고무기능부품의 Laser Radiaion 을 응용한 검사자동화 공정개발 윤종만1210202799 EQU 초소형 고효율 렌즈 성형기술 개발 1425073502.0 2.01e+19 NFEC-2012-11-173410 2012.0 2012.0 N30 중소기업청 S2011 기술혁신개발사업 ZB30385 10411.0 기타 정보기술 41400.0 초정밀 가공시스템기술 K0105 광원 nan nan nan nan
두성산업(주),초소형 고효율 렌즈 성형기술 개발 대한민국 1425073502.0 초소형 고효율 렌즈 성형기술 개발 윤종만1210202799 EQU 초소형 고효율 렌즈 성형기술 개발 1425073502.0 2.01e+19 NFEC-2012-11-173410 2012.0 2012.0 N30 중소기업청 S2011 기술혁신개발사업 ZB30385 10411.0 기타 정보기술 41400.0 초정밀 가공시스템기술 K0105 광원 nan nan nan nan
두성산업(주),Smart 자동차용 초정밀 방수 Connector Seal 개발 대한민국 1425131198.0 스마트 자동차용 초정밀 방수 Connector Seal 개발 윤종만1210202799 EQU 초소형 고효율 렌즈 성형기술 개발 1425073502.0 2.01e+19 NFEC-2012-11-173410 2012.0 2012.0 N30 중소기업청 S2011 기술혁신개발사업 ZB30385 10411.0 기타 정보기술 41400.0 초정밀 가공시스템기술 K0105 광원 nan nan nan nan
두성산업(주),휴대용 게임기기용 전자파 흡수와 차폐 제품 개발 대한민국 1415099793.0 휴대용 게임기기용 전자파 흡수와 차폐제품 개발 박종주1210202799 EQU 초소형 고효율 렌즈 성형기술 개발 1425073502.0 2.01e+19 NFEC-2012-11-173410 2012.0 2012.0 N30 중소기업청 S2011 기술혁신개발사업 ZB30385 10411.0 기타 정보기술 41400.0 초정밀 가공시스템기술 K0105 광원 nan nan nan nan
두성산업(주),신규 판형 열교환기 개발 대한민국 1425111594.0 신규 판형 열교환기 개발 천성민1210202799 EQU 초소형 고효율 렌즈 성형기술 개발 1425073502.0 2.01e+19 NFEC-2012-11-173410 2012.0 2012.0 N30 중소기업청 S2011 기술혁신개발사업 ZB30385 10411.0 기타 정보기술 41400.0 초정밀 가공시스템기술 K0105 광원 nan nan nan nan
두성산업(주),자동차용 고무부품 제조를 위한 입체 Oven System 개발 대한민국 1425097653.0 자동차용 고무부품 제조를 위한 입체 Oven System 개발 윤종만1210202799 EQU 초소형 고효율 렌즈 성형기술 개발 1425073502.0 2.01e+19 NFEC-2012-11-173410 2012.0 2012.0 N30 중소기업청 S2011 기술혁신개발사업 ZB30385 10411.0 기타 정보기술 41400.0 초정밀 가공시스템기술 K0105 광원 nan nan nan nan
두성산업(주),자동차클러치레버의 공정개선을위한 자동 레버가공 장치의 개발. 대한민국 1425094049.0 자동차클러치레버의 공정개선을위한 자동 레버가공 장치의 개발. 고두현1210202799 EQU 초소형 고효율 렌즈 성형기술 개발 1425073502.0 2.01e+19 NFEC-2012-11-173410 2012.0 2012.0 N30 중소기업청 S2011 기술혁신개발사업 ZB30385 10411.0 기타 정보기술 41400.0 초정밀 가공시스템기술 K0105 광원 nan nan nan nan
두성산업(주),동(Copper)-파이프 가공 공정개선 대한민국 1425113983.0 동(Copper)-파이프 가공 공정개선 송지훈1210202799 EQU 초소형 고효율 렌즈 성형기술 개발 1425073502.0 2.01e+19 NFEC-2012-11-173410 2012.0 2012.0 N30 중소기업청 S2011 기술혁신개발사업 ZB30385 10411.0 기타 정보기술 41400.0 초정밀 가공시스템기술 K0105 광원 nan nan nan nan
(주)뉴인텍,"방열 기능을 갖는 경량 필름 커패시터 개발 대한민국 1425099242.0 방열 기능을 갖는 경량 필름 커패시터 개발 임상권1198604407 EQU 전기자동차,태양광용 고내압 패턴 증착 필름 개발 1425072644.0 2.01e+19 NFEC-2013-04-178433 2012.0 2012.0 N30 중소기업청 S2011 기술혁신개발사업 AAR7041 50218.0 기타 에너지기술 31300.0 에너지 소재기술 K0503 커패시터/부품 nan nan nan nan"
(주)뉴인텍,"컷팅툴 인써트 비전 검사부 시스템 개발 대한민국 1425081906.0 컷팅툴 인써트 비전 검사부 시스템 개발 방종규1198604407 EQU 전기자동차,태양광용 고내압 패턴 증착 필름 개발 1425072644.0 2.01e+19 NFEC-2013-04-178433 2012.0 2012.0 N30 중소기업청 S2011 기술혁신개발사업 AAR7041 50218.0 기타 에너지기술 31300.0 에너지 소재기술 K0503 커패시터/부품 nan nan nan nan"
(주)뉴인텍,"전기자동차,태양광용 고내압 패턴 증착 필름 개발 대한민국 1425072644.0 전기자동차,태양광용 고내압 패턴 증착 필름 개발 임상권1198604407 EQU 전기자동차,태양광용 고내압 패턴 증착 필름 개발 1425072644.0 2.01e+19 NFEC-2013-04-178433 2012.0 2012.0 N30 중소기업청 S2011 기술혁신개발사업 AAR7041 50218.0 기타 에너지기술 31300.0 에너지 소재기술 K0503 커패시터/부품 nan nan nan nan"
대한공조(주),CO2를 이용한 온수/급탕 및 난방용 고효율 방열교환기 개발 대한민국 1415107839.0 CO2를 이용한 온수/급탕 및 난방용 고효율 방열교환기 개발 김부겸1223008560 EQU 자연냉매(CO2)를 적용한 고효율 지열 냉난방 및 급탕 시스템 개발 1415101774.0 2.01e+19 NFEC-2009-10-074048 2009.0 2009.0 N38 지식경제부 200807453380301A 신재생에너지기술개발(에특) ZB17219 50218.0 기타 에너지기술 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 M06 신재생에너지 nan nan nan nan
대한공조(주),CO2를 이용한 온수/급탕 및 난방용 고효율 방열교환기 개발 대한민국 1415107839.0 CO2를 이용한 온수/급탕 및 난방용 고효율 방열교환기 개발 김부겸1223008560 EQU CO2를 이용한 냉난방 및 급탕 시스템용 열교환기의 개발 1415090755.0 2.01e+19 NFEC-2009-10-074052 2008.0 2008.0 N38 지식경제부 200807451400305A 산업에너지기술개발 ZB17219 50311.0 청정원천공정 기술 41300.0 청정생산시스템 기술 O3 에너지·자원 nan 에너지 효율기술 nan nan
삼일산업,700RT급 흡수식 시스템용 고효율 스팀/용액 열회수기 양산품 국산화 개발 대한민국 1425095504.0 700RT급 흡수식 시스템용 고효율 스팀/용액 열회수기 양산품 국산화 개발 조형석7020602393 EQU 700RT급 흡수식 시스템용 고효율 스팀/용액 열회수기 양산품 국산화 개발 1425095504.0 2.02e+19 NFEC-2016-09-211980 2015.0 2015.0 P48 중소기업청 S2031 구매조건부신제품개발사업 ZB59643 50217.0 에너지저장 이용기술 30103.0 Non-CO2 온실가스저감 기술 EF9999 달리 분류되지 않는 에너지/자원 nan nan nan nan
삼일산업,고효율 감량 가공이 가능한 고압 감량기 개발 대한민국 1425133687.0 고효율 감량 가공이 가능한 고압 감량기 개발 이광수7020602393 EQU 700RT급 흡수식 시스템용 고효율 스팀/용액 열회수기 양산품 국산화 개발 1425095504.0 2.02e+19 NFEC-2016-09-211980 2015.0 2015.0 P48 중소기업청 S2031 구매조건부신제품개발사업 ZB59643 50217.0 에너지저장 이용기술 30103.0 Non-CO2 온실가스저감 기술 EF9999 달리 분류되지 않는 에너지/자원 nan nan nan nan
삼일산업,선박용 고효율 배가스 판형 열 회수기 개발 대한민국 1425118856.0 선박용 고효율 배가스 판형 열 회수기 개발 임성빈7020602393 EQU 700RT급 흡수식 시스템용 고효율 스팀/용액 열회수기 양산품 국산화 개발 1425095504.0 2.02e+19 NFEC-2016-09-211980 2015.0 2015.0 P48 중소기업청 S2031 구매조건부신제품개발사업 ZB59643 50217.0 에너지저장 이용기술 30103.0 Non-CO2 온실가스저감 기술 EF9999 달리 분류되지 않는 에너지/자원 nan nan nan nan
삼일산업,중소형급 스크류 냉동기용 고효율 판형 증발기 개발 대한민국 1425137193.0 중소형급 스크류 냉동기용 고효율 판형 증발기 개발 임성빈7020602393 EQU 700RT급 흡수식 시스템용 고효율 스팀/용액 열회수기 양산품 국산화 개발 1425095504.0 2.02e+19 NFEC-2016-09-211980 2015.0 2015.0 P48 중소기업청 S2031 구매조건부신제품개발사업 ZB59643 50217.0 에너지저장 이용기술 30103.0 Non-CO2 온실가스저감 기술 EF9999 달리 분류되지 않는 에너지/자원 nan nan nan nan
삼일산업,선박용 고효율 배가스 판형 열 회수기 개발 대한민국 1425107417.0 선박용 고효율 배가스 판형 열 회수기 개발 박찬우7020602393 EQU 700RT급 흡수식 시스템용 고효율 스팀/용액 열회수기 양산품 국산화 개발 1425095504.0 2.02e+19 NFEC-2016-09-211980 2015.0 2015.0 P48 중소기업청 S2031 구매조건부신제품개발사업 ZB59643 50217.0 에너지저장 이용기술 30103.0 Non-CO2 온실가스저감 기술 EF9999 달리 분류되지 않는 에너지/자원 nan nan nan nan
(주)지비엠아이엔씨,"강우강도 변화와 적설에 의한 강수량 측정오차 저감을 위한 이중 전도형 강수량계 개발 대한민국 1425102850.0 강우강도 변화와 적설에 의한 강수량 측정오차 저감을 위한 이중 전도형 강수량계 개발 정헌주1138100190 EQU 수분흡탈착 히스테리시스 제어를 통한 유무기 하이브리드 습도센서 개발 1415136117.0 2.02e+19 NFEC-2015-05-202472 2015.0 2014.0 P21 산업통상자원부 U10775 소재부품기술개발(R&D) ZA57505 30211.0 나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점) 60000.0 위의 국가전략기술에 속하지 않는 기타 연구 EB0311 나노소재기술 nan nan nan nan"
(주)지비엠아이엔씨,"기상조절용 연소탄 개발 및 국산화 대한민국 1365001698.0 기상조절용 연소탄 개발 및 국산화 이찬구1138100190 EQU 수분흡탈착 히스테리시스 제어를 통한 유무기 하이브리드 습도센서 개발 1415136117.0 2.02e+19 NFEC-2015-05-202472 2015.0 2014.0 P21 산업통상자원부 U10775 소재부품기술개발(R&D) ZA57505 30211.0 나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점) 60000.0 위의 국가전략기술에 속하지 않는 기타 연구 EB0311 나노소재기술 nan nan nan nan"
